Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
二次元少女,Dimensional Girl,二次元少女,,,,,,二次元の女の子,2차원 소녀
英语老师,English Teacher,英语老师,,,,,,英語の先生,영어 선생님
正义少年,Justice Boy,正义少年,,,,,,正義の少年,정의로운 소년
潮流少女,Stylish Girl,潮流少女,,,,,,トレンディな女の子,트렌디한 소녀
学生会长,Student President,学生会长,,,,,,生徒会長,학생회장
女老师,Female Teacher,女老师,,,,,,女教師,여교사
班主任,Head Teacher,班主任,,,,,,校長,교장 선생님
海边姐姐,Beach Sister,海边姐姐,,,,,,海辺の妹,해변의 여동생
邻家妹妹,Sister Next Door,邻家妹妹,,,,,,隣のお姉さん,옆집 언니
健身教练,Fitness Trainer,健身教练,,,,,,フィットネスコーチ,피트니스 코치
优雅少女,Elegant Chic,优雅少女,,,,,,エレガントな女の子,우아한 소녀
探险家,Explorer,探险家,,,,,,エクスプローラ,탐침
民国学生,History Student,民国学生,,,,,,中華民国の学生,중화민국 학생
可可少女,Coco Girl,可可少女,,,,,,ココアガール,코코아 소녀
猫猫店员,Cat Clerk,猫猫店员,,,,,,猫ショップ店員,고양이 가게 점원
女仆甜心,Sweet Maid,女仆甜心,,,,,,メイドの恋人,하녀 연인
猫耳女仆,Cat Maid,猫耳女仆,,,,,,猫耳メイドさん,고양이 귀 하녀
少女偶像,Girl Idol,少女偶像,,,,,,女の子アイドル,여자아이돌
圣诞少女,Christmas Girl,圣诞少女,,,,,,クリスマスの女の子,크리스마스 소녀
女巫,Witch,女巫,,,,,,魔女,마녀
骑士,Knight,骑士,,,,,,騎士,기사
恶魔,Demon,恶魔,,,,,,悪魔,악마
魔鬼,Devil,魔鬼,,,,,,魔鬼,악마
我是{1}~,I am {1}!,我是{1}~,,,,,,私は{1}～,그래요{1}~
救命！,Help!,救命！,,,,,,ヘルプ！,돕다!
谢谢你！,Thank you!,谢谢你！,,,,,,ありがとう！,감사합니다!
别刀我QAQ,Don't hurt me!,别刀我QAQ,,,,,,私を殺さないで QAQ,날 죽이지 마세요 QAQ
QAQ希望也本地化一下，换成欧美比较熟悉的颜表情,QAQ wants to customize it to look more familiar in Europe and the United States.,QAQ希望也本地化一下，换成欧美比较熟悉的颜表情,,,,,,QAQ はローカライズされ、ヨーロッパや米国でより馴染みのある表情に置き換えられることを望んでいます。,QAQ는 현지화되어 유럽과 미국에 더 친숙한 표정으로 대체되기를 희망합니다.
退！退！退！,Get back! Get back! Get back!,退！退！退！,,,,,,後退！後退！後退！,후퇴! 후퇴! 후퇴!
满分操作~,Perfect!,满分操作~,,,,,,操作性は満点〜,작동 만점~
我要开始表演了~,I'm going to start the show!,我要开始表演了~,,,,,,パフォーマンス始めますよ～,공연을 시작하겠습니다~
1.凶手有近战穿刺、远程飞刀两种方式，可以自由切换\n2.在近战状态下，靠近其他玩家并面向他们，就可以自动挥刀击杀\n3.在远程状态下，附近有可攻击的目标时，会出现瞄准标志，点击标志即可扔出飞刀,"1. The Murderer has two ways, i.e. close piercing and distant knife, which can be switched freely. 2. In the close-combat state, near other players and facing them, you can automatically wave the knife to defeat them. 3. In distance mode, when a target is nearby, an aiming sign will appear, tap the sign to throw the flying knife.",1.凶手有近战穿刺、远程飞刀两种方式，可以自由切换\n2.在近战状态下，靠近其他玩家并面向他们，就可以自动挥刀击杀\n3.在远程状态下，附近有可攻击的目标时，会出现瞄准标志，点击标志即可扔出飞刀,,,,,,1. 殺人者には近接貫通と長距離飛行ナイフの 2 つの方法があり、自由に切り替えることができます\n2. 近接状態で他のプレイヤーに近づいて対峙すると、自動的にナイフを振って殺害できます\n3.遠距離状態では、近くに敵がいる可能性があり、ターゲットを攻撃すると、マークをクリックして投げナイフを投げます。,"1. 살인자는 근접 찌르기와 장거리 날아다니는 칼의 두 가지 방법이 있으며 자유롭게 전환할 수 있습니다\n2. 근접 상태에서 다른 플레이어에게 다가가면 자동으로 칼을 휘둘러 처치할 수 있습니다\n3. 원거리 상태에서는 근처에 적이 있을 가능성이 있습니다. 대상을 공격하면 조준 표시가 나타나며, 투척칼을 던집니다."
文本长度尽量和中文一致,Try to match the length of the text with Chinese.,文本长度尽量和中文一致,,,,,,テキストの長さは中国語と可能な限り一致する必要があります。,텍스트 길이는 가능한 한 중국어와 일치해야 합니다.
1.侦探可以开枪进行射击，有两种射击方法\n2.在持枪状态下，附近有可攻击目标时，会出现瞄准标志，点击标志即可发射子弹\n3.除此之外，持枪状态下点击任意位置都可以发射子弹哦~,"1. Detectives can shoot, there are two shooting ways. 2. When holding a gun, and there is a nearby target to attack, there will be an aiming sign, tap the sign to fire bullets. 3. Also, when holding a gun, you can tap any position to fire bullets.",1.侦探可以开枪进行射击，有两种射击方法\n2.在持枪状态下，附近有可攻击目标时，会出现瞄准标志，点击标志即可发射子弹\n3.除此之外，持枪状态下点击任意位置都可以发射子弹哦~,,,,,,1. 探偵は射撃することができ、2 つの射撃方法があります\n2. 銃を構えている間、近くに攻撃可能なターゲットがある場合、マークをクリックして弾を発射します\n3.ガンモードでは、どこかをクリックして弾を発射します~,"1. 탐정이 사격할 수 있으며, 사격 방법은 두 가지가 있습니다.\n2. 총을 들고 있는 동안 근처에 공격 가능한 대상이 있으면 조준 표시가 나타나 총알을 발사합니다.\n3. 총 모드에서 아무 곳이나 클릭하면 총알이 발사됩니다~"
1.如果你是杀手/侦探，请尽量不要暴露自己的身份\n2.不要相信任何试图靠近你的人，他们很危险，时刻保持警惕\n3.假如你是平民，那么努力活下来吧,"1. If you are a murderer/detective, try not to reveal your identity. 2. Don't trust anyone who tries to get close to you, they are dangerous, always stay alert. 3. If you are a civilian, try to survive.",1.如果你是杀手/侦探，请尽量不要暴露自己的身份\n2.不要相信任何试图靠近你的人，他们很危险，时刻保持警惕\n3.假如你是平民，那么努力活下来吧,,,,,,1. あなたが殺人者/探偵の場合は、身元を明かさないようにしてください\n2. あなたに近づこうとする人は信用しないでください。彼らは危険です。常に警戒してください\n3. 民間人の場合は、次のようにしてください。生き残るために,1. 당신이 살인자/탐정이라면 신원을 밝히지 마세요.\n2. 당신에게 접근하려는 사람을 믿지 마십시오. 그들은 위험합니다. 항상 경계하십시오.\n3. 생존하기 위해
凶手淘汰了你,The murderer defeated you.,凶手淘汰了你,,,,,,殺人者はあなたを排除しました,살인자가 당신을 제거했습니다
目标错误，你被淘汰了,"Wrong target, you're eliminated.",目标错误，你被淘汰了,,,,,,ターゲットを間違えました、あなたは排除されます,대상이 잘못되었습니다. 당신은 제거되었습니다.
已被正义的警探消灭,have been eliminated by a justice detective.,已被正义的警探消灭,,,,,,正義の警察刑事によって排除された,정의로운 경찰 수사관들에 의해 제거되었습니다
能力商店,Power Store,能力商店,,,,,,アビリティストア,능력 저장소
能力详情,Power details,能力详情,,,,,,機能の詳細,기능 세부정보
动词,Verb,动词,,,,,,動詞,동사
卸下,Remove,卸下,,,,,,取り除く,제거하다
金币购买,Coin Purchase,金币购买,,,,,,金貨の購入,금화 구매
钻石购买,Diamond Purchase,钻石购买,,,,,,ダイヤモンドの購入,다이아몬드 구매
装备中,Equipped,装备中,,,,,,装備済み,갖추게 하는
指“已装备”,"Refers to """"Equipped""""",指“已装备”,,,,,,「装備されている」という意味,'갖추다'라는 뜻
已拥有,Owned,已拥有,,,,,,すでに所有しています,이미 소유함
货币不足，再攒攒吧~,"Not enough currency, save up again!",货币不足，再攒攒吧~,,,,,,お金が足りないなら、もう少し貯めてくださいね〜,돈이 부족하다면 좀 더 아껴두세요~
杀手步伐,Killer Pace,杀手步伐,,,,,,キラーペース,킬러 페이스
杀手的特殊能力名称,Killer's special ability name,杀手的特殊能力名称,,,,,,キラーの特殊能力名,킬러의 특수 능력 이름
快速投掷,Quick Throw,快速投掷,,,,,,クイックスロー,빠른 던지기
【杀手被动能力】\n当你掏出你的刀时，你的移动速度会比平时更快，提升10％,"[Murderer's Passive Ability] \nWhen you pull out your knife, your movement speed is increased by 10% faster than usual.",【杀手被动能力】\n当你掏出你的刀时，你的移动速度会比平时更快，提升10％,,,,,,[キラーパッシブアビリティ]\nナイフを取り出すと、移動速度が通常より速くなり、10% 増加します,"[킬러 패시브 능력]\n칼을 꺼내면 이동 속도가 평소보다 빨라지고, 10% 증가합니다."
【杀手被动能力】\n现在你扔出的飞刀会飞得更快，提升100％,"[Murderer's Passive Ability] \nNow your thrown flying knives will fly faster, boosted by 100%!",【杀手被动能力】\n现在你扔出的飞刀会飞得更快，提升100％,,,,,,[キラーパッシブアビリティ]\n投げた手投げナイフの飛行速度が 100% 増加します。,[킬러 패시브 능력]\n이제 당신이 던지는 투척칼이 100% 증가하여 더 빠르게 날아갑니다.
【杀手被动能力】\n当你的飞刀命中目标时，不会立即对目标造成伤害，而是在目标处埋下一颗炸弹，延迟一小段时间后会爆炸，并对周围一定范围内的玩家同样造成伤害,"[Murderer's Passive Ability] \nWhen your flying knife hits a target, it will not immediately damage the target, but plant a bomb at the target that will explode after a short delay, causing damage to players within a certain vicinity.",【杀手被动能力】\n当你的飞刀命中目标时，不会立即对目标造成伤害，而是在目标处埋下一颗炸弹，延迟一小段时间后会爆炸，并对周围一定范围内的玩家同样造成伤害,,,,,,[キラーパッシブアビリティ]\nフライングナイフがターゲットに当たると、すぐにターゲットにダメージを与えるのではなく、ターゲットに爆弾を設置し、少し遅れて爆発し、一定範囲内の周囲に影響を与えます。プレイヤーもダメージを与えます。,[킬러 패시브 능력]\n비행칼이 대상에 명중하면 대상에 즉시 피해를 입히지 않고 대상에 폭탄을 설치합니다. 폭탄은 짧은 지연 후 폭발하여 일정 범위 내의 주변 지역에 영향을 미칩니다. 플레이어도 피해를 줍니다.
彩虹马桶人,Skibidi Rainbow Toilet,彩虹马桶人,,,,,,虹のトイレ男,무지개 화장실 남자
马桶人是外网热梗，就叫skibidi toilet,Skibidi Toilet is an extranet hot spot,马桶人是外网热梗，就叫skibidi toilet,,,,,,トイレの人はインターネット上で人気のミームなので、彼はそれをスキビディトイレと呼んでいます。,화장실 사람은 인터넷에서 인기 있는 밈이어서 그는 그것을 스키비디 화장실이라고 부른다.
公主马桶人,Skibidi Princess Toilet,公主马桶人,,,,,,プリンセストイレマン,공주 화장실 남자
太空马桶人,Space Skibidi Toilet,太空马桶人,,,,,,宇宙トイレ男,우주 화장실 남자
蜘蛛马桶人,Skibidi Spider Toilet,蜘蛛马桶人,,,,,,蜘蛛のトイレ男,거미 화장실 남자
监控人,Cameraman,监控人,,,,,,モニター,감시 장치
马桶人系列，就叫这个,"Skibidi Toilet Series, that's it.",马桶人系列，就叫这个,,,,,,トイレットマンシリーズはこれといいます,화장실 남자 시리즈의 이름은 이렇습니다
音响人,Speakerman,音响人,,,,,,サウンドマン,소리나는 사람
电视人,TVman,电视人,,,,,,テレビ関係者,TV 사람
卡通音响人,Cartoon Speakerman,卡通音响人,,,,,,漫画のサウンドマン,만화 소리 남자
卡通电视人,Cartoon TVman,卡通电视人,,,,,,漫画のテレビマン,만화 텔레비젼 남자
本次更新：\n1.新增【马桶人VS监控人】系列挂件，欢迎大家去商店选购~\n2.新增【能力商店】，开放杀手局内特殊能力的配置\n3.优化了侦探、凶手的操作手感及相关界面\n4.调整大厅及关卡场景，提升性能\n5.新增还原按钮，镜头卡住的时候点一下试试吧,"This update: 1. New [Skibidi Toilet VS Cameraman] series of pendants, welcome to the shop! 2. New [Power Store], the configuration of the murderer's special abilities is now available! 3. Optimised the operating experience of detectives, murderers, and the related interface. 4. Adjusted the lobby and level scenes to improve performance. 5. New reset button, try tapping it when stuck!",本次更新：\n1.新增【马桶人VS监控人】系列挂件，欢迎大家去商店选购~\n2.新增【能力商店】，开放杀手局内特殊能力的配置\n3.优化了侦探、凶手的操作手感及相关界面\n4.调整大厅及关卡场景，提升性能\n5.新增还原按钮，镜头卡住的时候点一下试试吧,,,,,,今回のアップデート:\n1. [トイレ男 VS 監視男] シリーズのペンダントを追加しました。誰でもストアで購入できます~\n2. [アビリティ ストア] を追加し、殺人者のオフィスで特殊能力の構成を開きました\n3.探偵、殺人者の操作感と関連インターフェイス\n4. パフォーマンスを向上させるためにロビーとレベルのシーンを調整します。\n5. カメラが動かなくなったときにクリックしてみてください。,"이번 업데이트:\n1. [화장실 남자 VS 모니터링 남자] 시리즈가 추가되었습니다. 누구나 상점에서 구매하실 수 있습니다~\n2. 킬러 사무실의 특수 능력 구성이 열리게 됩니다~\n3. 형사, 살인자의 조작감 및 관련 인터페이스\n4. 로비 및 레벨 장면을 조정하여 성능 향상\n5. 복원 버튼을 추가하고 카메라가 멈췄을 때 클릭해 보세요."
有玩家进入场景失败，对局将重新开始,"A player fails to enter the scene, the game will restart.",有玩家进入场景失败，对局将重新开始,,,,,,プレイヤーがシーンに参加できなかった場合、ゲームは再度開始されます。,플레이어가 장면에 입장하지 못하면 게임이 다시 시작됩니다.
跳转,Jump,跳转,,,,,,ジャンプ,도약
暂无获取途径,No Access Yet,暂无获取途径,,,,,,まだ入手方法はありません,아직 얻을 수 있는 방법이 없습니다
科幻武器箱,Sci-Fi Chest,科幻武器箱,,,,,,SF武器ボックス,공상과학 무기 상자
神话武器箱,Mythic Chest,神话武器箱,,,,,,ミシックウェポンボックス,신화 무기 상자
奇点之枪,Singularity Gun,奇点之枪,,,,,,特異点の銃,특이점의 총
虚数之杖,Scepter of Imaginary Number,虚数之杖,,,,,,虚数のロッド,허수의 막대
光谱矛,Spectral Spear,光谱矛,,,,,,スペクトラルスピア,스펙트럼 스피어
反物质枪,Antimatter Gun,反物质枪,,,,,,反物質銃,반물질 총
光谱剑,Spectral Sword,光谱剑,,,,,,スペクトラルソード,스펙트럼 소드
光谱剑(晶红),Spectral Sword (Crystal Red),光谱剑(晶红),,,,,,スペクトラルソード(クリスタルレッド),스펙트럼 소드(크리스탈 레드)
匕首(模拟),Dagger (Analog),匕首(模拟),,,,,,ダガー(シミュレーション),단검(시뮬레이션)
军刀(模拟),Military Knife (Simulation),军刀(模拟),,,,,,セイバー（シミュレーション）,세이버(시뮬레이션)
左轮(模拟),Revolver (Simulation),左轮(模拟),,,,,,リボルバー（アナログ）,리볼버(아날로그)
冲锋枪(模拟),Submachine Gun (Simulation),冲锋枪(模拟),,,,,,サブマシンガン（シミュレーション）,기관단총(시뮬레이션)
唤雷(符文),Thunder's Call (Rune),唤雷(符文),,,,,,コールサンダー（ルーン）,천둥 부르기(룬)
逐日(符文),Sun Pursuer (Rune),逐日(符文),,,,,,太陽を追いかけて（ルーン）,태양을 쫓는 (룬)
雷神之锤,Thor's Hammer,雷神之锤,,,,,,トールのハンマー,토르의 망치
火铳,Firetrap,火铳,,,,,,ファイアガン,소방총
骨刺剑(圣),Bone Spur Sword (Saint),骨刺剑(圣),,,,,,ボーンソード(聖),뼈검(신성)
左轮(圣),Revolver (Saint),左轮(圣),,,,,,リボルバー(セント),리볼버 (세인트)
骨刺剑(恋),Bone Spur Sword (Love),骨刺剑(恋),,,,,,ボーンソード(愛),뼈검(사랑)
左轮(恋),Revolver (Love),左轮(恋),,,,,,リボルバー（愛）,리볼버 (사랑)
骨刺剑(炽),Bone Spur Sword (Blaze),骨刺剑(炽),,,,,,ボーンソード（炎）,뼈 검(불타는)
骨刺剑(霜),Bone Spur Sword (Frost),骨刺剑(霜),,,,,,ボーンソード(フロスト),뼈검(프로스트)
樱,Sakura,樱,,,,,,チェリー,벚나무
蝶,Butterfly,蝶,,,,,,蝶,나비
黄金球棍(虹彩),Golden Stick (Rainbow),黄金球棍(虹彩),,,,,,ゴールデンバット(虹色),황금박쥐(무지개빛)
黄金左轮(虹彩),Golden Revolver (Rainbow),黄金左轮(虹彩),,,,,,ゴールデンリボルバー(虹色),골든 리볼버(무지개빛)
幽灵斗篷,Ghost Cloak,幽灵斗篷,,,,,,ゴーストマント,유령 망토
【杀手主动能力】\n激活后，你可以隐身5秒，若你在隐身时击败了任何玩家，则会立即结束隐身,"[Murderer's Active Ability] \nUpon activation, you can turn invisible for 5 seconds. If you defeat any player while invisible, your invisibility will immediately end.",【杀手主动能力】\n激活后，你可以隐身5秒，若你在隐身时击败了任何玩家，则会立即结束隐身,,,,,,[キラー アクティブ アビリティ]\n発動後、5 秒間透明になることができます。透明状態でプレイヤーを倒すと、透明状態はすぐに終了します。,[킬러 액티브 능력]\n활성화 후 5초 동안 투명 상태가 될 수 있습니다. 투명 상태에서 플레이어를 처치하면 투명 상태가 즉시 종료됩니다.
兑换成功,Exchange successful!,兑换成功,,,,,,償還が成功しました,상환 성공
兑换失败,Redemption failed.,兑换失败,,,,,,引き換えに失敗しました,사용 실패
恭喜激活会员特权,Congratulations on activating Membership Privilege!,恭喜激活会员特权,,,,,,メンバーシップ特典の有効化おめでとうございます,회원권 활성화를 축하드립니다
恭喜激活超级特权,Congratulations on activating Super Privilege!,恭喜激活超级特权,,,,,,スーパー特権の有効化おめでとうございます,슈퍼 권한 활성화를 축하합니다
会员特权已到期失效,Member Privilege has expired.,会员特权已到期失效,,,,,,会員特典の有効期限が切れました,회원 자격이 만료되었습니다
超级特权已到期失效,Super Privilege has expired.,超级特权已到期失效,,,,,,スーパー特権は期限切れです,슈퍼 특권이 만료되었습니다
持有数量已经达到上限,The number of holdings has reached the upper limit.,持有数量已经达到上限,,,,,,保有数が上限に達しました,보유량이 상한에 도달했습니다
会员特权激活中,Member Privilege is activated.,会员特权激活中,,,,,,会員特典が有効化されています,회원권한이 활성화되고 있습니다
剩余激活时间{0},Remaining activation time{0},剩余激活时间{0},,,,,,残りのアクティベーション時間{0},남은 활성화 시간{0}
尚未激活会员特权,Member Privileges have not been activated.,尚未激活会员特权,,,,,,メンバー権限はまだ有効化されていません,회원권한이 아직 활성화되지 않았습니다
尚未激活超级特权,Super Privilege has not been activated.,尚未激活超级特权,,,,,,スーパー権限はまだ有効化されていません,슈퍼 권한이 아직 활성화되지 않았습니다
剩余激活时间{0}天,Remaining activation time: {0} days.,剩余激活时间{0}天,,,,,,残りのアクティベーション時間{0}空,남은 활성화 시간{0}하늘
会员特权,Member Privilege,会员特权,,,,,,会員特典,회원 특전
超级特权,Super Privilege,超级特权,,,,,,超特権,슈퍼 특권
恭喜获得广告券*1,Congratulations on getting the ad voucher *1!,恭喜获得广告券*1,,,,,,広告クーポン獲得おめでとうございます*1,광고쿠폰*1 획득을 축하합니다
土豪来啦,Welcome!,土豪来啦,,,,,,富裕層がやってくる,부자들이 온다
和上面一样,Same as above.,和上面一样,,,,,,同上,위와 동일
金钥匙数量不足,Insufficient number of golden keys.,金钥匙数量不足,,,,,,ゴールデンキーの数が不十分です,황금열쇠 개수가 부족합니다.
这个版本不支持开通大会员,Membership is not supported in this version.,这个版本不支持开通大会员,,,,,,このバージョンは大規模なメンバーシップのアクティベーションをサポートしていません,이 버전은 대규모 멤버십 활성화를 지원하지 않습니다.
紫光剑,Purple light sword,紫光剑,,,,,,紫光の剣,보라색 빛의 검
冰寒弓箭,Ice Bow,冰寒弓箭,,,,,,氷のように冷たい弓矢,얼음처럼 차가운 활과 화살
烟花拖尾,Fireworks Trail,烟花拖尾,,,,,,花火の道,불꽃놀이 코스
爆竹拖尾,Firecracker Trail,爆竹拖尾,,,,,,爆竹の後を追う,폭죽 후행
礼物拖尾,Gift Trail,礼物拖尾,,,,,,ギフトテール,선물 꼬리
糖果拖尾,Candy Trail,糖果拖尾,,,,,,キャンディトレイル,캔디 트레일
便便拖尾,Poop Trail,便便拖尾,,,,,,うんこが尾を引く,똥 후행
 火焰翅膀, Flame Wings, 火焰翅膀,,,,,, 炎の翼, 불꽃 날개
火焰翅膀,Flame Wings,火焰翅膀,,,,,,炎の翼,불꽃 날개
水系翅膀,Water Wings,水系翅膀,,,,,,アクア・ウィングス,아쿠아 윙
黑暗翅膀,Dark Wings,黑暗翅膀,,,,,,暗い翼,어두운 날개
恶魔翅膀,Demon Wing,恶魔翅膀,,,,,,悪魔の翼,악마의 날개
恶灵翅膀,Evil Spirit Wings,恶灵翅膀,,,,,,悪霊の翼,악령의 날개
天使翅膀,Angel Wing,天使翅膀,,,,,,天使の羽,천사 날개
免费领券,Free Voucher,免费领券,,,,,,無料クーポン,무료쿠폰
设置,Settings,设置,,,,,,設定,설정
皮肤,Skin,皮肤,,,,,,肌,피부
广告券兑换,Vouchers for Items,广告券兑换,,,,,,広告クーポンの引き換え,광고쿠폰 상환
消耗,Consume,消耗,,,,,,消費する,소비하다
凶手能力装配,Murderer Ability Equipped,凶手能力装配,,,,,,キラーアビリティの集合体,킬러 능력 조립
{0}失败，请重试,"{0} failed, please try again",{0}失败，请重试,,,,,,{0}失敗しました。,{0}실패했습니다. 다시 시도하세요.
换装成功,Outfit change successful!,换装成功,,,,,,ドレスアップ成功,성공적으로 옷을 입다
看广告免费试穿,Watch ads for free try-on,看广告免费试穿,,,,,,広告をご覧になり、無料でお試しください。,광고 시청 및 무료 체험
免费试穿,Free Trial,免费试穿,,,,,,無料トライアル,무료 평가판
恭喜获得{0}金币,Congratulations on winning the {0} coins!,恭喜获得{0}金币,,,,,,おめでとう{0}金貨,축하드립니다 {0}골드 코인
看广告免费领取{0}金币,Watch ads to claim {0} coins for free,看广告免费领取{0}金币,,,,,,広告を見て、{0}金貨を無料で手に入れよう。,광고를 보고 {0}금화를 무료로 받으세요.
恭喜获得{0}张广告券,Congratulations on obtaining {0}an ad voucher!,恭喜获得{0}张广告券,,,,,,{0}広告クーポン獲得おめでとうございます！,{0}광고 쿠폰을 받으신 것을 축하드립니다!
免费领取{0}张广告券,Claim {0}free ad vouchers,免费领取{0}张广告券,,,,,,{0}無料広告クーポンを受け取る,무료 {0}광고 쿠폰 받기
免费领取双倍金币\n再送一张广告券,Claim double gold coins for free \nand get another ad voucher,免费领取双倍金币\n再送一张广告券,,,,,,無料で 2 倍の金貨を獲得し、\n広告クーポンを獲得してください,더블 골드 코인을 무료로 받고\n광고 쿠폰을 받으세요.
免费抽奖,Free Lottery,免费抽奖,,,,,,無料抽選,무료 추첨
高度,Height,高度,,,,,,高い,높은
开始结算,Start Settlement,开始结算,,,,,,決済開始,정산 시작
玩家{0}死亡了,Player {0}dead,玩家{0}死亡了,,,,,,{0}選手が死亡,{0}플레이어가 사망했습니다.
有玩家没有成功进入场景，游戏重新开始,"A player failed to enter the scene, the game restarts.",有玩家没有成功进入场景，游戏重新开始,,,,,,プレイヤーがシーンに正常に入ることができなかった場合、ゲームは再開されます。,플레이어가 해당 장면에 성공적으로 입장하지 못하면 게임이 다시 시작됩니다.
不要轻易暴露自己的身份\n远离那些试图靠近你的人\n不要相信任何人\n每个人都可能很危险!,Don't reveal yourself easily\nStay away from those who try to reach you\nDon't trust anyone\nEveryone can be dangerous!,不要轻易暴露自己的身份\n远离那些试图靠近你的人\n不要相信任何人\n每个人都可能很危险!,,,,,,安易に自分をさらけ出さないこと、自分に近づこうとする人に近づかないこと、誰も信用しないこと、誰もが危険な可能性がある！,너무 쉽게 자신을 노출하지 마세요\n 가까이 다가오려는 사람에게서 멀리 떨어져 있어요\n 아무도 믿지 마세요\n 누구나 위험할 수 있어요!
掏出手枪后，点击屏幕射击\n找到隐藏的凶手，击败他!\n不要攻击平民,Raise your gun and tap to shoot. \nFind the Murderer and defeat him! \nDon't attack civilians.,掏出手枪后，点击屏幕射击\n找到隐藏的凶手，击败他!\n不要攻击平民,,,,,,ピストルを取り出したら、画面をタップして発砲します\n隠れた殺人者を見つけて倒してください!\n民間人を攻撃しないでください,권총을 꺼낸 후 화면을 탭하여 총을 쏘세요\n숨겨진 살인자를 찾아서 물리치세요!\n민간인을 공격하지 마세요
掏出近战武器后，会自动攻击周围玩家\n掏出远程飞刀后，点击准星来扔出\n击败所有人，小心侦探!,Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Melee]: Attack [Ranged]: Tap [Ranged]: Dart [Ranged]: Shoot [Ranged]: Shoot [Ranged]: Shoot [Ranged]: Shoot [Ranged] to shoot [Ranged] to shoot [Ranged] to shoot [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] [Red] to shoot [Red] [Ded] [Ded] [Ded] [Ded] [Ded] [Ded] to kill everyone to kill everyone. Detective!,掏出近战武器后，会自动攻击周围玩家\n掏出远程飞刀后，点击准星来扔出\n击败所有人，小心侦探!,,,,,,近接武器を取り出すと、自動的に周囲のプレイヤーを攻撃します\n遠距離投げナイフを取り出したら、十字線をクリックして投げます\n全員を倒します、探偵に注意してください!,"근접 무기를 꺼내면 자동으로 주변 플레이어를 공격합니다.\n장거리 투척칼을 꺼낸 후 십자선을 클릭하여 던집니다.\n모두 물리치고, 탐정을 조심하세요!"
不能重复领取,Can not claim repeatedly.,不能重复领取,,,,,,繰り返し受信はできません,반복해서 받을 수 없습니다
在线时间不足{0}分钟,Online time less{0} than min,在线时间不足{0}分钟,,,,,,オンライン{0}分未満,온라인에서 {0}분 미만
奖励金币,Reward Coins,奖励金币,,,,,,ボーナス・ゴールド,보너스 골드
明日奖励,Tomorrow's Reward,明日奖励,,,,,,明日のご褒美,내일의 보상
在线{0}分钟免费领取({1}/{2}),Claim for free in {0} minutes ({1}/{2}),在线{0}分钟免费领取({1}/{2}),,,,,,オンラインは{0}分無料 ({1}/{2}),온라인 {0}분 무료 ( {1}/ {2})
领取成功、打开商店使用,Claimed successfully. Open the shop for use.,领取成功、打开商店使用,,,,,,それを手に入れ、店を開き、使う。,받아 상점을 열고 사용하세요.
"今日已售空,请更换其他商品购买","Sold out today, please replace with another item","今日已售空,请更换其他商品购买",,,,,,本日は売り切れましたので、他の商品に変更してください。,현재 품절되었으니 다른 상품으로 변경하여 구매해 주세요.
充值广告券,Top-up Voucher,充值广告券,,,,,,充電式広告クーポン,충전식 광고 쿠폰
不限购,Unlimited Purchase,不限购,,,,,,購入制限なし,구매 제한 없음
今日已售空,Sold Out,今日已售空,,,,,,本日完売,오늘 매진
广告券,Voucher,广告券,,,,,,広告クーポン,광고쿠폰
别点太快,Don't click too fast.,别点太快,,,,,,あまり急いで注文しないこと。,너무 빨리 클릭하지 마세요.
超级装扮,Super Outfit,超级装扮,,,,,,スーパードレスアップ,슈퍼 드레스 업
请输入好友角色ID,Please enter your Friend Character ID,请输入好友角色ID,,,,,,お友達のキャラクターIDを入力してください。,친구의 캐릭터 ID를 입력하세요.
免费保存形象,Save Avatar for Free,免费保存形象,,,,,,無料画像保存,무료 이미지 보존
免费试穿好友的角色形象,Try on your friend's character for free,免费试穿好友的角色形象,,,,,,友人のキャラクター画像を無料で試着できる,친구의 캐릭터 이미지를 무료로 사용해 보세요.
复制成功,Copy successful,复制成功,,,,,,正常にコピーされました,성공적으로 복사되었습니다
ID无效！,Invalid ID!,ID无效！,,,,,,IDが無効です！,ID가 유효하지 않습니다!
加载中,Loading,加载中,,,,,,読み込み中,로드 중
试穿成功,Try On Successfully,试穿成功,,,,,,トライアルの成功,성공적인 평가판
复制角色ID分享好友试穿,Copy Character ID to share friend try-on,复制角色ID分享好友试穿,,,,,,キャラクターIDをコピーして友人と共有し、試着できる,캐릭터 ID를 복사하여 친구와 공유하여 입어볼 수 있습니다.
试穿中，请耐心等待。,Please try it out.,试穿中，请耐心等待。,,,,,,辛抱してください。,조금만 기다려주세요.
换装,Change clothes,换装,,,,,,ドレスアップ,옷을 입다
收藏,Collect,收藏,,,,,,集める,모으다
测试,test,测试,,,,,,テスト,시험
