Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
救命！,Help!,救命！,,,,,,ヘルプ！,돕다!
谢谢你！,Thank you!,谢谢你！,,,,,,ありがとう！,감사합니다!
你好！,Hello!,你好！,,,,,,こんにちは！,안녕하세요!
别刀我QAQ,Don't hurt me!,别刀我QAQ,,,,,,私を殺さないで QAQ,날 죽이지 마세요 QAQ
QAQ希望也本地化一下，换成欧美比较熟悉的颜表情,QAQ wants to customize it to look more familiar in Europe and the United States.,QAQ希望也本地化一下，换成欧美比较熟悉的颜表情,,,,,,QAQ はローカライズされ、ヨーロッパや米国でより馴染みのある表情に置き換えられることを望んでいます。,QAQ는 현지화되어 유럽과 미국에 더 친숙한 표정으로 대체되기를 희망합니다.
退！退！退！,Get back! Get back! Get back!,退！退！退！,,,,,,後退！後退！後退！,후퇴! 후퇴! 후퇴!
满分操作~,Perfect!,满分操作~,,,,,,操作性は満点〜,작동 만점~
我要开始表演了~,I'm going to start the show!,我要开始表演了~,,,,,,パフォーマンス始めますよ～,공연을 시작하겠습니다~
1.凶手有近战穿刺、远程飞刀两种方式，可以自由切换\n2.在近战状态下，靠近其他玩家并面向他们，就可以自动挥刀击杀\n3.在远程状态下，附近有可攻击的目标时，会出现瞄准标志，点击标志即可扔出飞刀,"1. The Murderer has two ways, i.e. close piercing and distant knife, which can be switched freely. 2. In the close-combat state, near other players and facing them, you can automatically wave the knife to defeat them. 3. In distance mode, when a target is nearby, an aiming sign will appear, tap the sign to throw the flying knife.",1.凶手有近战穿刺、远程飞刀两种方式，可以自由切换\n2.在近战状态下，靠近其他玩家并面向他们，就可以自动挥刀击杀\n3.在远程状态下，附近有可攻击的目标时，会出现瞄准标志，点击标志即可扔出飞刀,,,,,,1. 殺人者には近接貫通と長距離飛行ナイフの 2 つの方法があり、自由に切り替えることができます\n2. 近接状態で他のプレイヤーに近づいて対峙すると、自動的にナイフを振って殺害できます\n3.遠距離状態では、近くに敵がいる可能性があり、ターゲットを攻撃すると、マークをクリックして投げナイフを投げます。,"1. 살인자는 근접 찌르기와 장거리 날아다니는 칼의 두 가지 방법이 있으며 자유롭게 전환할 수 있습니다\n2. 근접 상태에서 다른 플레이어에게 다가가면 자동으로 칼을 휘둘러 처치할 수 있습니다\n3. 원거리 상태에서는 근처에 적이 있을 가능성이 있습니다. 대상을 공격하면 조준 표시가 나타나며, 투척칼을 던집니다."
文本长度尽量和中文一致,Try to match the length of the text with Chinese.,文本长度尽量和中文一致,,,,,,テキストの長さは中国語と可能な限り一致する必要があります。,텍스트 길이는 가능한 한 중국어와 일치해야 합니다.
1.侦探可以开枪进行射击，有两种射击方法\n2.在持枪状态下，附近有可攻击目标时，会出现瞄准标志，点击标志即可发射子弹\n3.除此之外，持枪状态下点击任意位置都可以发射子弹哦~,"1. Detectives can shoot, there are two shooting ways. 2. When holding a gun, and there is a nearby target to attack, there will be an aiming sign, tap the sign to fire bullets. 3. Also, when holding a gun, you can tap any position to fire bullets.",1.侦探可以开枪进行射击，有两种射击方法\n2.在持枪状态下，附近有可攻击目标时，会出现瞄准标志，点击标志即可发射子弹\n3.除此之外，持枪状态下点击任意位置都可以发射子弹哦~,,,,,,1. 探偵は射撃することができ、2 つの射撃方法があります\n2. 銃を構えている間、近くに攻撃可能なターゲットがある場合、マークをクリックして弾を発射します\n3.ガンモードでは、どこかをクリックして弾を発射します~,"1. 탐정이 사격할 수 있으며, 사격 방법은 두 가지가 있습니다.\n2. 총을 들고 있는 동안 근처에 공격 가능한 대상이 있으면 조준 표시가 나타나 총알을 발사합니다.\n3. 총 모드에서 아무 곳이나 클릭하면 총알이 발사됩니다~"
1.如果你是杀手/侦探，请尽量不要暴露自己的身份\n2.不要相信任何试图靠近你的人，他们很危险，时刻保持警惕\n3.假如你是平民，那么努力活下来吧,"1. If you are a murderer/detective, try not to reveal your identity. 2. Don't trust anyone who tries to get close to you, they are dangerous, always stay alert. 3. If you are a civilian, try to survive.",1.如果你是杀手/侦探，请尽量不要暴露自己的身份\n2.不要相信任何试图靠近你的人，他们很危险，时刻保持警惕\n3.假如你是平民，那么努力活下来吧,,,,,,1. あなたが殺人者/探偵の場合は、身元を明かさないようにしてください\n2. あなたに近づこうとする人は信用しないでください。彼らは危険です。常に警戒してください\n3. 民間人の場合は、次のようにしてください。生き残るために,1. 당신이 살인자/탐정이라면 신원을 밝히지 마세요.\n2. 당신에게 접근하려는 사람을 믿지 마십시오. 그들은 위험합니다. 항상 경계하십시오.\n3. 생존하기 위해
凶手淘汰了你,The murderer defeated you.,凶手淘汰了你,,,,,,殺人者はあなたを排除しました,살인자가 당신을 제거했습니다
目标错误，你被淘汰了,"Wrong target, you're eliminated.",目标错误，你被淘汰了,,,,,,ターゲットを間違えました、あなたは排除されます,대상이 잘못되었습니다. 당신은 제거되었습니다.
已被正义的警探消灭,have been eliminated by a justice detective.,已被正义的警探消灭,,,,,,正義の警察刑事によって排除された,정의로운 경찰 수사관들에 의해 제거되었습니다
能力商店,Power Store,能力商店,,,,,,アビリティストア,능력 저장소
动词,Verb,动词,,,,,,動詞,동사
卸下,Remove,卸下,,,,,,取り除く,제거하다
指“已装备”,"Refers to """"Equipped""""",指“已装备”,,,,,,「装備されている」という意味,'갖추다'라는 뜻
货币不足，再攒攒吧~,"Not enough currency, save up again!",货币不足，再攒攒吧~,,,,,,お金が足りないなら、もう少し貯めてくださいね〜,돈이 부족하다면 좀 더 아껴두세요~
杀手步伐,Killer Pace,杀手步伐,,,,,,キラーペース,킬러 페이스
杀手的特殊能力名称,Killer's special ability name,杀手的特殊能力名称,,,,,,キラーの特殊能力名,킬러의 특수 능력 이름
快速投掷,Quick Throw,快速投掷,,,,,,クイックスロー,빠른 던지기
【杀手被动能力】\n当你掏出你的刀时，你的移动速度会比平时更快，提升10％,"[Murderer's Passive Ability] \nWhen you pull out your knife, your movement speed is increased by 10% faster than usual.",【杀手被动能力】\n当你掏出你的刀时，你的移动速度会比平时更快，提升10％,,,,,,[キラーパッシブアビリティ]\nナイフを取り出すと、移動速度が通常より速くなり、10% 増加します,"[킬러 패시브 능력]\n칼을 꺼내면 이동 속도가 평소보다 빨라지고, 10% 증가합니다."
【杀手被动能力】\n现在你扔出的飞刀会飞得更快，提升100％,"[Murderer's Passive Ability] \nNow your thrown flying knives will fly faster, boosted by 100%!",【杀手被动能力】\n现在你扔出的飞刀会飞得更快，提升100％,,,,,,[キラーパッシブアビリティ]\n投げた手投げナイフの飛行速度が 100% 増加します。,[킬러 패시브 능력]\n이제 당신이 던지는 투척칼이 100% 증가하여 더 빠르게 날아갑니다.
【杀手被动能力】\n当你的飞刀命中目标时，不会立即对目标造成伤害，而是在目标处埋下一颗炸弹，延迟一小段时间后会爆炸，并对周围一定范围内的玩家同样造成伤害,"[Murderer's Passive Ability] \nWhen your flying knife hits a target, it will not immediately damage the target, but plant a bomb at the target that will explode after a short delay, causing damage to players within a certain vicinity.",【杀手被动能力】\n当你的飞刀命中目标时，不会立即对目标造成伤害，而是在目标处埋下一颗炸弹，延迟一小段时间后会爆炸，并对周围一定范围内的玩家同样造成伤害,,,,,,[キラーパッシブアビリティ]\nフライングナイフがターゲットに当たると、すぐにターゲットにダメージを与えるのではなく、ターゲットに爆弾を設置し、少し遅れて爆発し、一定範囲内の周囲に影響を与えます。プレイヤーもダメージを与えます。,[킬러 패시브 능력]\n비행칼이 대상에 명중하면 대상에 즉시 피해를 입히지 않고 대상에 폭탄을 설치합니다. 폭탄은 짧은 지연 후 폭발하여 일정 범위 내의 주변 지역에 영향을 미칩니다. 플레이어도 피해를 줍니다.
彩虹马桶人,Skibidi Rainbow Toilet,彩虹马桶人,,,,,,虹のトイレ男,무지개 화장실 남자
马桶人是外网热梗，就叫skibidi toilet,Skibidi Toilet is an extranet hot spot,马桶人是外网热梗，就叫skibidi toilet,,,,,,トイレの人はインターネット上で人気のミームなので、彼はそれをスキビディトイレと呼んでいます。,화장실 사람은 인터넷에서 인기 있는 밈이어서 그는 그것을 스키비디 화장실이라고 부른다.
公主马桶人,Skibidi Princess Toilet,公主马桶人,,,,,,プリンセストイレマン,공주 화장실 남자
太空马桶人,Space Skibidi Toilet,太空马桶人,,,,,,宇宙トイレ男,우주 화장실 남자
蜘蛛马桶人,Skibidi Spider Toilet,蜘蛛马桶人,,,,,,蜘蛛のトイレ男,거미 화장실 남자
监控人,Cameraman,监控人,,,,,,モニター,감시 장치
马桶人系列，就叫这个,"Skibidi Toilet Series, that's it.",马桶人系列，就叫这个,,,,,,トイレットマンシリーズはこれといいます,화장실 남자 시리즈의 이름은 이렇습니다
音响人,Speakerman,音响人,,,,,,サウンドマン,소리나는 사람
电视人,TVman,电视人,,,,,,テレビ関係者,TV 사람
卡通音响人,Cartoon Speakerman,卡通音响人,,,,,,漫画のサウンドマン,만화 소리 남자
卡通电视人,Cartoon TVman,卡通电视人,,,,,,漫画のテレビマン,만화 텔레비젼 남자
本次更新：\n1.新增【马桶人VS监控人】系列挂件，欢迎大家去商店选购~\n2.新增【能力商店】，开放杀手局内特殊能力的配置\n3.优化了侦探、凶手的操作手感及相关界面\n4.调整大厅及关卡场景，提升性能\n5.新增还原按钮，镜头卡住的时候点一下试试吧,"This update: 1. New [Skibidi Toilet VS Cameraman] series of pendants, welcome to the shop! 2. New [Power Store], the configuration of the murderer's special abilities is now available! 3. Optimised the operating experience of detectives, murderers, and the related interface. 4. Adjusted the lobby and level scenes to improve performance. 5. New reset button, try tapping it when stuck!",本次更新：\n1.新增【马桶人VS监控人】系列挂件，欢迎大家去商店选购~\n2.新增【能力商店】，开放杀手局内特殊能力的配置\n3.优化了侦探、凶手的操作手感及相关界面\n4.调整大厅及关卡场景，提升性能\n5.新增还原按钮，镜头卡住的时候点一下试试吧,,,,,,今回のアップデート:\n1. [トイレ男 VS 監視男] シリーズのペンダントを追加しました。誰でもストアで購入できます~\n2. [アビリティ ストア] を追加し、殺人者のオフィスで特殊能力の構成を開きました\n3.探偵、殺人者の操作感と関連インターフェイス\n4. パフォーマンスを向上させるためにロビーとレベルのシーンを調整します。\n5. カメラが動かなくなったときにクリックしてみてください。,"이번 업데이트:\n1. [화장실 남자 VS 모니터링 남자] 시리즈가 추가되었습니다. 누구나 상점에서 구매하실 수 있습니다~\n2. 킬러 사무실의 특수 능력 구성이 열리게 됩니다~\n3. 형사, 살인자의 조작감 및 관련 인터페이스\n4. 로비 및 레벨 장면을 조정하여 성능 향상\n5. 복원 버튼을 추가하고 카메라가 멈췄을 때 클릭해 보세요."
有玩家进入场景失败，对局将重新开始,"A player fails to enter the scene, the game will restart.",有玩家进入场景失败，对局将重新开始,,,,,,プレイヤーがシーンに参加できなかった場合、ゲームは再度開始されます。,플레이어가 장면에 입장하지 못하면 게임이 다시 시작됩니다.
跳转,Jump,跳转,,,,,,ジャンプ,도약
暂无获取途径,No Access Yet,暂无获取途径,,,,,,まだ入手方法はありません,아직 얻을 수 있는 방법이 없습니다
科幻武器箱,Sci-Fi Chest,科幻武器箱,,,,,,SF武器ボックス,공상과학 무기 상자
神话武器箱,Mythic Chest,神话武器箱,,,,,,ミシックウェポンボックス,신화 무기 상자
奇点之枪,Singularity Gun,奇点之枪,,,,,,特異点の銃,특이점의 총
虚数之杖,Scepter of Imaginary Number,虚数之杖,,,,,,虚数のロッド,허수의 막대
光谱矛,Spectral Spear,光谱矛,,,,,,スペクトラルスピア,스펙트럼 스피어
反物质枪,Antimatter Gun,反物质枪,,,,,,反物質銃,반물질 총
光谱剑,Spectral Sword,光谱剑,,,,,,スペクトラルソード,스펙트럼 소드
光谱剑(晶红),Spectral Sword (Crystal Red),光谱剑(晶红),,,,,,スペクトラルソード(クリスタルレッド),스펙트럼 소드(크리스탈 레드)
匕首(模拟),Dagger (Analog),匕首(模拟),,,,,,ダガー(シミュレーション),단검(시뮬레이션)
军刀(模拟),Military Knife (Simulation),军刀(模拟),,,,,,セイバー（シミュレーション）,세이버(시뮬레이션)
左轮(模拟),Revolver (Simulation),左轮(模拟),,,,,,リボルバー（アナログ）,리볼버(아날로그)
冲锋枪(模拟),Submachine Gun (Simulation),冲锋枪(模拟),,,,,,サブマシンガン（シミュレーション）,기관단총(시뮬레이션)
唤雷(符文),Thunder's Call (Rune),唤雷(符文),,,,,,コールサンダー（ルーン）,천둥 부르기(룬)
逐日(符文),Sun Pursuer (Rune),逐日(符文),,,,,,太陽を追いかけて（ルーン）,태양을 쫓는 (룬)
雷神之锤,Thor's Hammer,雷神之锤,,,,,,トールのハンマー,토르의 망치
火铳,Firetrap,火铳,,,,,,ファイアガン,소방총
骨刺剑(圣),Bone Spur Sword (Saint),骨刺剑(圣),,,,,,ボーンソード(聖),뼈검(신성)
左轮(圣),Revolver (Saint),左轮(圣),,,,,,リボルバー(セント),리볼버 (세인트)
骨刺剑(恋),Bone Spur Sword (Love),骨刺剑(恋),,,,,,ボーンソード(愛),뼈검(사랑)
左轮(恋),Revolver (Love),左轮(恋),,,,,,リボルバー（愛）,리볼버 (사랑)
骨刺剑(炽),Bone Spur Sword (Blaze),骨刺剑(炽),,,,,,ボーンソード（炎）,뼈 검(불타는)
骨刺剑(霜),Bone Spur Sword (Frost),骨刺剑(霜),,,,,,ボーンソード(フロスト),뼈검(프로스트)
樱,Sakura,樱,,,,,,チェリー,벚나무
蝶,Butterfly,蝶,,,,,,蝶,나비
黄金球棍(虹彩),Golden Stick (Rainbow),黄金球棍(虹彩),,,,,,ゴールデンバット(虹色),황금박쥐(무지개빛)
黄金左轮(虹彩),Golden Revolver (Rainbow),黄金左轮(虹彩),,,,,,ゴールデンリボルバー(虹色),골든 리볼버(무지개빛)
幽灵斗篷,Ghost Cloak,幽灵斗篷,,,,,,ゴーストマント,유령 망토
【杀手主动能力】\n激活后，你可以隐身5秒，若你在隐身时击败了任何玩家，则会立即结束隐身,"[Murderer's Active Ability] \nUpon activation, you can turn invisible for 5 seconds. If you defeat any player while invisible, your invisibility will immediately end.",【杀手主动能力】\n激活后，你可以隐身5秒，若你在隐身时击败了任何玩家，则会立即结束隐身,,,,,,[キラー アクティブ アビリティ]\n発動後、5 秒間透明になることができます。透明状態でプレイヤーを倒すと、透明状態はすぐに終了します。,[킬러 액티브 능력]\n활성화 후 5초 동안 투명 상태가 될 수 있습니다. 투명 상태에서 플레이어를 처치하면 투명 상태가 즉시 종료됩니다.
兑换成功,Exchange successful!,兑换成功,,,,,,償還が成功しました,상환 성공
兑换失败,Redemption failed.,兑换失败,,,,,,引き換えに失敗しました,사용 실패
恭喜激活会员特权,Congratulations on activating Membership Privilege!,恭喜激活会员特权,,,,,,メンバーシップ特典の有効化おめでとうございます,회원권 활성화를 축하드립니다
恭喜激活超级特权,Congratulations on activating Super Privilege!,恭喜激活超级特权,,,,,,スーパー特権の有効化おめでとうございます,슈퍼 권한 활성화를 축하합니다
会员特权已到期失效,Member Privilege has expired.,会员特权已到期失效,,,,,,会員特典の有効期限が切れました,회원 자격이 만료되었습니다
超级特权已到期失效,Super Privilege has expired.,超级特权已到期失效,,,,,,スーパー特権は期限切れです,슈퍼 특권이 만료되었습니다
持有数量已经达到上限,The number of holdings has reached the upper limit.,持有数量已经达到上限,,,,,,保有数が上限に達しました,보유량이 상한에 도달했습니다
会员特权激活中,Member Privilege is activated.,会员特权激活中,,,,,,会員特典が有効化されています,회원권한이 활성화되고 있습니다
剩余激活时间{0},Remaining activation time{0},剩余激活时间{0},,,,,,残りのアクティベーション時間{0},남은 활성화 시간{0}
尚未激活会员特权,Member Privileges have not been activated.,尚未激活会员特权,,,,,,メンバー権限はまだ有効化されていません,회원권한이 아직 활성화되지 않았습니다
尚未激活超级特权,Super Privilege has not been activated.,尚未激活超级特权,,,,,,スーパー権限はまだ有効化されていません,슈퍼 권한이 아직 활성화되지 않았습니다
剩余激活时间{0}天,Remaining activation time: {0} days.,剩余激活时间{0}天,,,,,,残りのアクティベーション時間{0}空,남은 활성화 시간{0}하늘
恭喜获得广告券*1,Congratulations on getting the ad voucher *1!,恭喜获得广告券*1,,,,,,広告クーポン獲得おめでとうございます*1,광고쿠폰*1 획득을 축하합니다
土豪来啦,Welcome!,土豪来啦,,,,,,富裕層がやってくる,부자들이 온다
和上面一样,Same as above.,和上面一样,,,,,,同上,위와 동일
金钥匙数量不足,Insufficient number of golden keys.,金钥匙数量不足,,,,,,ゴールデンキーの数が不十分です,황금열쇠 개수가 부족합니다.
这个版本不支持开通大会员,Membership is not supported in this version.,这个版本不支持开通大会员,,,,,,このバージョンは大規模なメンバーシップのアクティベーションをサポートしていません,이 버전은 대규모 멤버십 활성화를 지원하지 않습니다.
"s not ready yet, please wait a little longer to get it~"", ""时间还没到，再等一下才能获得哦~"", null], [30058, ""Tips_Content_20004"", ""You",,"s not ready yet, please wait a little longer to get it~"", ""时间还没到，再等一下才能获得哦~"", null], [30058, ""Tips_Content_20004"", ""You",,,,,,,
"t trust anyone who tries to get close to you, they are dangerous, always stay alert.\n3. If you are a student, try to survive!"", ""1.如果你是杀手/侦探，请尽量不要暴露自己的身份\n2.不要相信任何试图靠近你的人，他们很危险，时刻保持警惕\n3.假如你是平民，那么努力活下来吧"", ""文本长度尽量和中文一致""], [90016, ""Text_Content_20039"", ""Murderer Tutorial"", ""凶手教学"", null], [90017, ""Text_Content_20040"", ""Detective Tutorial"", ""侦探教学"", null], [90018, ""Text_Content_20041"", ""Tips"", ""温馨提示"", null], [90019, ""Tips_Content_20009"", ""The murderer defeated you."", ""凶手淘汰了你"", null], [90020, ""Tips_Content_20010"", ""Wrong target, you",,"t trust anyone who tries to get close to you, they are dangerous, always stay alert.\n3. If you are a student, try to survive!"", ""1.如果你是杀手/侦探，请尽量不要暴露自己的身份\n2.不要相信任何试图靠近你的人，他们很危险，时刻保持警惕\n3.假如你是平民，那么努力活下来吧"", ""文本长度尽量和中文一致""], [90016, ""Text_Content_20039"", ""Murderer Tutorial"", ""凶手教学"", null], [90017, ""Text_Content_20040"", ""Detective Tutorial"", ""侦探教学"", null], [90018, ""Text_Content_20041"", ""Tips"", ""温馨提示"", null], [90019, ""Tips_Content_20009"", ""The murderer defeated you."", ""凶手淘汰了你"", null], [90020, ""Tips_Content_20010"", ""Wrong target, you",,,,,,,
"s Passive Ability] When you pull out your knife, your movement speed is increased by 10% faster than usual."", ""【杀手被动能力】\n当你掏出你的刀时，你的移动速度会比平时更快，提升10％"", null], [90036, ""SkillShop_Description_10002"", ""[Murderer",,"s Passive Ability] When you pull out your knife, your movement speed is increased by 10% faster than usual."", ""【杀手被动能力】\n当你掏出你的刀时，你的移动速度会比平时更快，提升10％"", null], [90036, ""SkillShop_Description_10002"", ""[Murderer",,,,,,,
粉色,Pink,粉色,,,,,,ピンク,분홍색
黄色,Yellow,黄色,,,,,,黄色,노란색
左边,Left,左边,,,,,,左,왼쪽
右边,Right,右边,,,,,,右,오른쪽
快去按下{1}按钮！,Go push the {1} button!,快去按下{1}按钮！,,,,,,行って押してください{1}ボタン！,가서 누르세요{1}단추!
先按{1}按钮,Press the {1} button first.,先按{1}按钮,,,,,,最初に押してください{1}ボタン,먼저 누르세요{1}단추
再按{1}按钮,Press the {1} button again,再按{1}按钮,,,,,,もう一度押す{1}ボタン,다시 누르세요{1}단추
松开{1}按钮,Release the {1} button,松开{1}按钮,,,,,,リリース{1}ボタン,풀어 주다{1}단추
你走{2}，我走另一边,"You go{2}, I'll go the other way.",你走{2}，我走另一边,,,,,,あなたが行く{2}、向こう側に行きます,"너는 가{2}, 나는 반대편으로 간다"
你站在那里不要动,Stand still.,你站在那里不要动,,,,,,ただそこに立って、動かないでください。,그냥 거기 서서 움직이지 마세요.
我们一起冲过去！,Let's charge through together!,我们一起冲过去！,,,,,,一緒に駆けつけましょう！,같이 달려가자!
不好意思我失误了,Sorry I made a mistake.,不好意思我失误了,,,,,,ごめんなさい、間違えました,"미안, 내가 실수했어"
没关系，再试一次吧,"It's okay, try again.",没关系，再试一次吧,,,,,,大丈夫です、もう一度試してください,괜찮습니다. 다시 시도해 주세요.
欢迎来到教学关卡！在双人糖果跑酷中，一定要与你的搭档好好合作才可以顺利过关哦,"Welcome to Tutorial! In Duo Candy Obby, make sure to work well with your partner to pass!",欢迎来到教学关卡！在双人糖果跑酷中，一定要与你的搭档好好合作才可以顺利过关哦,,,,,,チュートリアル レベルへようこそ!2 人プレイのキャンディ パルクールでは、レベルをクリアするにはパートナーとうまく協力する必要があります。,튜토리얼 레벨에 오신 것을 환영합니다! 2인용 캔디 파쿠르에서는 레벨을 성공적으로 통과하려면 파트너와 잘 협력해야 합니다.
按下按钮，可以开关对应颜色的机关门,Press the button to open and close the mechanism door of the corresponding color.,按下按钮，可以开关对应颜色的机关门,,,,,,ボタンを押すと、対応する色のドアが開閉します。,버튼을 누르면 해당 색상의 문이 열리고 닫힙니다.
互帮互助才可以一起过关，不要忘了刚才帮助过你的搭档哟,Help each other get through; don't forget your partner who helped you earlier.,互帮互助才可以一起过关，不要忘了刚才帮助过你的搭档哟,,,,,,お互いに助け合うことでのみ、一緒にレベルをクリアすることができます。助けてくれたパートナーのことを忘れないでください。,서로 도와야만 우리는 함께 레벨을 통과할 수 있습니다. 방금 당신을 도와준 파트너를 잊지 마세요.
这扇门需要同时按压两个按钮才可开启，与你的搭档一起冲过去吧！,This door requires pressing two buttons simultaneously to open. Dash through with your partner!,这扇门需要同时按压两个按钮才可开启，与你的搭档一起冲过去吧！,,,,,,このドアを開けるには 2 つのボタンを同時に押す必要があるので、パートナーと一緒に急いで通過してください。,이 문을 열려면 두 개의 버튼을 동시에 눌러야 하므로 파트너와 함께 서둘러서 들어가세요!
方形的按钮只有用“同伴方块”才可按压，快将它推至对应位置打开大门吧！,"The square button can only be pressed with the """"Companion Square,"""" quickly push it to the corresponding position to open the door!",方形的按钮只有用“同伴方块”才可按压，快将它推至对应位置打开大门吧！,,,,,,四角ボタンは「コンパニオンキューブ」でのみ押すことができ、対応する位置に押すと扉が開きます！,"사각형 버튼은 """"컴패니언 큐브""""로만 누를 수 있으며, 해당 위치로 밀어 문을 열 수 있습니다!"
与你的搭档合作，将友情方块顺利推至按钮处吧！,Work with your partner to push the friendship square to the button!,与你的搭档合作，将友情方块顺利推至按钮处吧！,,,,,,パートナーと協力して友情ブロックをボタンに押し込みましょう！,파트너와 협력하여 우정 블록을 원활하게 버튼에 밀어 넣으세요!
建议先通关“信任即钥匙”关卡后再挑战本关卡,It is recommended to complete the """"Trust is Key"""" level before challenging this level.,建议先通关“信任即钥匙”关卡后再挑战本关卡,,,,,,このレベルに挑戦する前に、まず「信頼が鍵」レベルをクリアすることをお勧めします。,이 레벨에 도전하기 전에 먼저 """"신뢰가 핵심"""" 레벨을 클리어하는 것이 좋습니다.
建议先通关“往返跳跃”关卡后再挑战本关卡,It is recommended to complete the Round Trip level before challenging this level.,建议先通关“往返跳跃”关卡后再挑战本关卡,,,,,,「往復ジャンプ」レベルをクリアしてから挑戦することをお勧めします。,이 레벨에 도전하기 전에 먼저 """"왕복 점프"""" 레벨을 클리어하는 것이 좋습니다.
墙上的开关只能触发一瞬间，与你的默契搭档一同跳起打开大门吧！,A switch on the wall only triggers a moment. Jump up and open the door with your partner!,墙上的开关只能触发一瞬间，与你的默契搭档一同跳起打开大门吧！,,,,,,壁のスイッチはほんの一瞬しか作動しません。黙り込んでいるパートナーと一緒に飛び上がってドアを開けてください。,벽에 있는 스위치는 잠시 동안만 활성화될 수 있습니다. 암묵적인 파트너와 함께 뛰어 올라 문을 열어보세요!
建议先通关“箱子难题”关卡后再挑战本关卡,It is recommended to complete the """"box puzzle"""" level before challenging this level.,建议先通关“箱子难题”关卡后再挑战本关卡,,,,,,「ボックスパズル」レベルをクリアしてから挑戦することをお勧めします。,이 레벨에 도전하기 전에 먼저 """"박스 퍼즐"""" 레벨을 클리어하는 것이 좋습니다.
这里是最难的关卡之一，建议先通关简单与普通难度的关卡再来挑战哦,This is one of the most challenging levels. It is recommended to complete both the simple and the ordinary levels first.,这里是最难的关卡之一，建议先通关简单与普通难度的关卡再来挑战哦,,,,,,最も難しいレベルの 1 つです。最初に Easy および Normal の難易度をクリアしてから挑戦することをお勧めします。,"가장 어려운 레벨 중 하나이며, 도전하기 전에 먼저 쉽고 보통 난이도를 클리어하는 것이 좋습니다."
教程,Tutorial,教程,,,,,,チュートリアル,지도 시간
齐心协力,Working Together,齐心协力,,,,,,一緒に働く,함께 일하다
信任即钥匙,Trust is the Key,信任即钥匙,,,,,,信頼が鍵です,신뢰가 핵심이다
箱子难题,Box Puzzle,箱子难题,,,,,,ボックスパズル,상자 퍼즐
往返跳跃,Round Trip,往返跳跃,,,,,,前後にジャンプ,앞뒤로 점프
蹦蹦跳跳,Bounce,蹦蹦跳跳,,,,,,跳ねる,잘 튀는
好朋友挑战,BFF Challenge,好朋友挑战,,,,,,親友チャレンジ,가장 친한 친구 도전
层层登攀,Climbing,层层登攀,,,,,,上がったり下がったり,오르락 내리락
心跳冲刺,Heartthrob Sprint,心跳冲刺,,,,,,ハートビートスプリント,심장박동 질주
人箱合一,Suitcase,人箱合一,,,,,,マンボックスインワン,맨박스가 하나로
换装,Change clothes,换装,,,,,,ドレスアップ,옷을 입다
音量：开,Volume: On,音量：开,,,,,,音量: オン,볼륨: 켜짐
音量：关,Volume: Off,音量：关,,,,,,音量: オフ,볼륨: 꺼짐
返回大厅,Back to Lobby,返回大厅,,,,,,ロビーに戻る,로비로 돌아가기
排行榜,Leaderboard,排行榜,,,,,,ランキング一覧,순위 목록
排名,Ranking,排名,,,,,,ランキング,순위
名称,Name,名称,,,,,,名称,이름
积分,Points,积分,,,,,,積分,완전한
打招呼,Greetings,打招呼,,,,,,挨拶する,환영하다
前指,Front Finger,前指,,,,,,前指,앞손가락
摇头,shake your head,摇头,,,,,,頭を振る,머리를 흔들다
庆祝,Celebrate,庆祝,,,,,,祝う,축하하다
鼓励,Encourage,鼓励,,,,,,奨励する,장려하다
比心,Heart Pose,比心,,,,,,比較,비교
快邀请你想要搭档的玩家一同闯关吧！,Invite your partner to pass!,快邀请你想要搭档的玩家一同闯关吧！,,,,,,パートナーになりたいプレイヤーを招待して、一緒にレベルをクリアしてください!,함께 레벨을 완료하기 위해 파트너가 되고 싶은 플레이어를 초대하세요!
这些玩家正在请求你的协助！,These players are requesting your assistance!,这些玩家正在请求你的协助！,,,,,,これらのプレイヤーはあなたの助けを求めています!,이 플레이어들이 여러분의 도움을 요청하고 있습니다!
邀请,Invitation,邀请,,,,,,招待する,초대하다
已邀请,Invited,已邀请,,,,,,招待されました,초대됨
协助,Assist,协助,,,,,,アシスト,돕다
闯关邀请,Level Invitation,闯关邀请,,,,,,レベルへの招待,레벨 진입 초대
请求帮助,Request for Help,请求帮助,,,,,,助けを求めてください,도움을 요청하세요
{0}请求支援,{0}Request for Support,{0}请求支援,,,,,,{0}サポートをリクエストする,{0}지원 요청
是否要返回大厅,Do you want to return to the lobby?,是否要返回大厅,,,,,,ロビーに戻りますか?,로비로 돌아가시겠어요?
前往前方挑战简单关卡,Go to the simple level ahead,前往前方挑战简单关卡,,,,,,さあ、簡単なレベルに挑戦してください,간단한 레벨에 도전해 보세요
前往前方挑战普通关卡,Go to the next level,前往前方挑战普通关卡,,,,,,さあ、通常レベルに挑戦してください,어서 일반 레벨에 도전하세요
前往前方挑战困难关卡,Go to the challenging level ahead,前往前方挑战困难关卡,,,,,,さあ、難しいレベルに挑戦してください,계속해서 어려운 레벨에 도전하세요
拖动左下的摇杆来控制角色移动,Drag the joystick on the bottom left to move the character,拖动左下的摇杆来控制角色移动,,,,,,左下のジョイスティックをドラッグしてキャラクターの動きを制御します,왼쪽 하단 조이스틱을 드래그하여 캐릭터의 움직임을 제어하세요.
